Employee_ID,Department,Gender,Age,Education_Level,Job_Role,Monthly_Income,Years_At_Company,Years_In_Current_Role,Job_Satisfaction,Performance_Rating,Work_Life_Balance,Training_Hours_Last_Year,Last_Promotion_Years_Ago,Distance_From_Home,Overtime,Attrition,Marital_Status,Number_Of_Companies_Worked,Stock_Option_Level
1118,Finance,Female,44,High School,Executive,3576,39,12,2,2,1,58,10,1,No,No,Married,5,0
1119,HR,Non-binary,36,High School,Manager,7539,36,18,2,2,5,13,3,18,Yes,Yes,Married,7,0
1120,IT,Male,54,Associate's Degree,Team Lead,7950,33,6,1,4,1,9,2,33,No,No,Single,9,2
1121,IT,Non-binary,42,High School,Manager,9667,15,15,1,4,3,97,4,9,Yes,Yes,Single,3,0
1122,Sales,Non-binary,59,PhD,Executive,2381,31,7,1,2,5,77,6,7,Yes,No,Divorced,4,0
1123,Marketing,Male,44,PhD,Executive,3804,37,18,3,1,4,80,9,30,No,No,Divorced,1,2
1124,Finance,Male,22,High School,Intern,1282,0,0,4,1,4,0,0,13,No,Yes,Single,1,0
1125,HR,other,39,PhD,Team Lead,8978,4,3,1,1,1,17,12,17,Yes,Yes,Single,3,0
1126,Sales,other,19,Master's Degree,Intern,1251,0,0,1,1,1,0,0,13,No,Yes,Single,1,0
1127,Marketing,other,59,PhD,Team Lead,7270,21,0,1,3,4,47,5,13,No,No,Widowed,7,2
1128,Sales,Non-binary,59,High School,Executive,3987,38,16,3,2,4,57,3,42,No,Yes,Divorced,1,2
1129,Marketing,Non-binary,28,Bachelor's Degree,Executive,2716,17,12,5,2,2,17,1,38,No,No,Single,9,2
1130,Marketing,other,41,Master's Degree,Analyst,3122,27,18,4,3,3,51,0,37,Yes,Yes,Divorced,3,0
1131,Finance,Non-binary,48,Associate's Degree,Analyst,4499,12,12,5,1,2,29,7,10,Yes,No,Married,3,3
1132,Marketing,Non-binary,27,High School,Executive,4642,0,8,2,5,2,36,4,14,No,No,Divorced,2,3
1133,Sales,Male,48,Associate's Degree,Executive,2023,18,4,2,5,4,39,9,43,Yes,Yes,Married,3,1
1134,Marketing,Male,30,Bachelor's Degree,Manager,8170,33,0,1,3,3,5,1,5,Yes,Yes,Married,6,2
1135,Finance,Non-binary,52,Associate's Degree,Manager,8307,3,1,5,5,4,78,7,36,Yes,Yes,Widowed,4,3
1136,Finance,other,20,High School,Intern,1446,0,0,3,4,2,0,0,35,No,No,Single,1,0
1137,Sales,Female,47,High School,Analyst,2352,9,3,4,2,2,25,6,46,Yes,No,Married,8,3
1138,IT,other,59,Bachelor's Degree,Analyst,4120,27,8,5,5,4,90,1,45,Yes,Yes,Widowed,1,2
1139,IT,Female,34,High School,Executive,2694,33,4,5,4,1,29,12,23,Yes,Yes,Single,8,0
1140,Marketing,other,44,Bachelor's Degree,Executive,2514,38,4,4,2,1,74,6,5,Yes,Yes,Single,2,1
1141,HR,Male,23,Bachelor's Degree,Intern,1454,0,0,5,4,4,0,0,44,Yes,No,Single,1,0
1142,Marketing,Non-binary,58,High School,Analyst,2770,35,1,5,2,5,54,3,28,No,No,Married,4,0
1143,Sales,Non-binary,49,PhD,Manager,10675,2,6,4,2,5,77,9,23,No,Yes,Divorced,4,2
1144,Sales,Male,38,Bachelor's Degree,Team Lead,7043,22,16,3,5,1,86,0,42,Yes,Yes,Married,7,3
1145,Sales,Female,24,High School,Intern,1193,0,0,4,3,3,0,0,34,No,No,Single,1,0
1146,Sales,Female,59,PhD,Team Lead,6532,6,14,1,5,2,61,11,31,Yes,No,Divorced,3,1
1147,Sales,Female,23,Bachelor's Degree,Manager,8530,25,2,1,1,3,17,13,7,No,Yes,Divorced,4,2
1148,Finance,Male,46,PhD,Manager,8497,17,12,1,4,1,50,11,7,No,Yes,Divorced,3,3
1149,IT,Female,59,Master's Degree,Team Lead,5506,5,17,1,1,4,18,12,4,No,Yes,Divorced,8,1
1150,Sales,Male,21,Master's Degree,Intern,1329,0,0,2,2,5,0,0,44,No,No,Single,1,0
1151,HR,other,32,PhD,Team Lead,6822,28,19,3,5,1,81,3,32,No,Yes,Married,5,1
1152,HR,other,20,Bachelor's Degree,Intern,1194,0,0,2,1,3,0,0,28,No,No,Single,1,0
1153,HR,Male,23,High School,Intern,1080,0,0,5,1,3,0,0,4,No,Yes,Single,1,0
1154,HR,Non-binary,32,Associate's Degree,Executive,3053,16,4,5,1,1,12,1,39,Yes,Yes,Single,3,2
1155,Finance,other,35,High School,Analyst,2657,11,19,4,2,2,48,4,45,Yes,Yes,Married,6,2
1156,HR,Female,23,Associate's Degree,Analyst,3473,35,4,1,2,3,72,9,8,Yes,Yes,Single,4,3
1157,Sales,Male,59,Associate's Degree,Manager,10813,23,12,4,2,2,89,9,14,Yes,Yes,Married,7,2
1158,Marketing,Female,24,Bachelor's Degree,Executive,4986,9,7,5,1,2,52,11,30,Yes,Yes,Single,6,0
1159,HR,Female,56,PhD,Analyst,3480,29,15,1,4,4,0,12,3,No,No,Widowed,7,2
1160,Finance,Non-binary,21,High School,Intern,1106,0,0,3,5,1,0,0,2,No,No,Single,1,0
1161,Finance,Female,21,PhD,Intern,1320,0,0,5,5,1,0,0,10,No,Yes,Single,1,0
1162,HR,Non-binary,40,Master's Degree,Team Lead,5874,9,0,4,2,2,0,0,6,Yes,No,Widowed,7,2
1163,Marketing,other,39,Bachelor's Degree,Team Lead,7315,38,7,4,1,4,67,5,7,No,No,Single,8,2
1164,HR,Male,19,Bachelor's Degree,Intern,1417,0,0,5,4,3,0,0,16,No,No,Single,1,0
1165,Finance,Female,19,Master's Degree,Intern,1460,0,0,2,3,3,0,0,6,Yes,No,Single,1,0
1166,IT,Male,22,High School,Team Lead,9288,16,14,3,2,1,68,12,16,Yes,Yes,Widowed,5,0
1167,Sales,Female,57,Master's Degree,Analyst,4881,10,13,5,3,2,38,11,27,No,Yes,Married,3,2
1168,Finance,Male,46,High School,Manager,9757,0,2,5,5,4,31,9,12,No,Yes,Married,5,0
1169,HR,Female,59,Associate's Degree,Team Lead,7807,16,6,4,5,4,48,3,22,No,Yes,Divorced,2,2
1170,Sales,Female,55,Bachelor's Degree,Analyst,3747,35,3,1,4,3,30,14,15,No,Yes,Married,3,0
1171,HR,Female,46,High School,Analyst,3050,35,10,1,4,3,78,4,22,Yes,No,Married,7,2
1172,HR,Female,37,PhD,Analyst,3379,8,11,1,3,5,2,2,35,Yes,No,Married,8,2
1173,IT,Female,55,PhD,Executive,2621,27,14,4,5,5,46,14,48,Yes,Yes,Divorced,5,2
1174,Sales,Female,50,Bachelor's Degree,Executive,2018,32,5,1,4,2,14,9,15,No,Yes,Married,3,0
1175,Sales,Female,40,Master's Degree,Analyst,4575,2,0,5,4,5,50,5,23,No,Yes,Single,4,1
1176,IT,Female,18,Master's Degree,Intern,1205,0,0,2,5,4,0,0,38,Yes,Yes,Single,1,0
1177,Finance,Female,40,High School,Executive,2793,5,13,2,5,5,84,12,49,No,No,Single,3,3
1178,HR,Male,46,Master's Degree,Team Lead,7117,5,6,2,1,1,73,5,2,No,No,Divorced,9,0
1179,Marketing,Non-binary,37,Bachelor's Degree,Executive,3169,28,9,1,4,1,20,12,2,Yes,No,Divorced,4,2
1180,HR,Female,23,High School,Intern,1208,0,0,2,3,3,0,0,49,Yes,No,Single,1,0
1181,HR,Non-binary,22,Associate's Degree,Manager,11671,11,1,1,2,3,40,10,19,No,Yes,Divorced,3,0
1182,Finance,Female,59,Master's Degree,Executive,3902,8,7,5,2,2,2,1,5,Yes,Yes,Divorced,8,0
1183,HR,Female,40,Master's Degree,Analyst,2541,18,0,5,5,1,0,3,4,No,Yes,Widowed,4,3
1184,IT,Male,54,High School,Analyst,2616,16,19,4,3,2,20,1,28,No,No,Married,8,3
1185,IT,other,55,PhD,Analyst,3940,31,1,4,1,2,74,4,18,No,Yes,Single,2,1
1186,Sales,other,37,Master's Degree,Manager,9906,34,6,3,4,5,79,2,40,No,Yes,Single,9,2
1187,Marketing,Male,24,Bachelor's Degree,Intern,1126,0,0,5,1,3,0,0,41,No,Yes,Single,1,0
1188,HR,Non-binary,39,Master's Degree,Team Lead,9605,15,3,1,3,2,20,14,31,No,No,Divorced,3,3
1189,HR,other,22,Associate's Degree,Intern,1033,0,0,3,1,2,0,0,22,Yes,Yes,Single,1,0
1190,Finance,Male,46,Master's Degree,Manager,7884,11,3,5,5,3,94,4,11,Yes,No,Divorced,5,1
1191,IT,Male,27,PhD,Analyst,3206,23,2,1,2,3,48,1,48,No,No,Widowed,3,0
1192,Marketing,other,22,Master's Degree,Intern,1063,0,0,5,5,1,0,0,16,No,No,Single,1,0
1193,Sales,Non-binary,27,High School,Team Lead,9555,7,14,5,4,3,40,9,4,No,Yes,Single,7,0
1194,IT,Male,53,Master's Degree,Analyst,2164,20,19,1,5,5,95,10,21,Yes,Yes,Widowed,1,2
1195,Sales,Female,59,PhD,Team Lead,6661,7,2,5,3,1,66,7,41,No,Yes,Widowed,6,2
1196,Finance,Non-binary,59,High School,Executive,4856,27,11,5,3,2,95,5,45,Yes,No,Divorced,2,3
1197,Finance,Non-binary,59,Bachelor's Degree,Team Lead,9553,15,14,5,4,5,41,8,25,Yes,No,Married,8,1
1198,HR,other,52,High School,Analyst,4911,9,19,4,4,5,68,2,20,No,Yes,Divorced,8,2
1199,Marketing,other,59,Associate's Degree,Executive,3237,14,7,2,2,1,56,13,8,Yes,No,Divorced,7,2
1200,Sales,Female,31,High School,Analyst,3211,3,11,5,1,2,42,10,43,Yes,No,Single,8,1
1201,IT,Male,51,Bachelor's Degree,Analyst,3481,25,12,1,2,1,11,3,9,Yes,Yes,Divorced,1,3
1202,Finance,other,39,Master's Degree,Executive,3495,14,14,5,5,4,77,10,18,No,Yes,Married,8,2
1203,HR,other,45,High School,Team Lead,9662,35,10,4,1,4,63,7,31,Yes,No,Divorced,1,1
1204,HR,Non-binary,30,High School,Manager,12000,31,16,4,4,1,50,6,35,No,Yes,Single,3,2
1205,Sales,other,52,High School,Manager,7502,37,11,5,3,2,72,7,30,Yes,Yes,Married,4,2
1206,Finance,other,36,High School,Manager,9984,3,19,3,5,2,59,8,18,Yes,No,Married,3,3
1207,Marketing,other,25,Bachelor's Degree,Manager,11145,8,17,2,2,3,70,13,19,Yes,No,Single,2,0
1208,Finance,other,22,PhD,Intern,1016,0,0,1,4,5,0,0,41,Yes,No,Single,1,0
1209,Sales,Non-binary,30,PhD,Manager,10593,27,2,1,1,1,27,7,24,Yes,Yes,Divorced,9,3
1210,Sales,Female,30,High School,Executive,3792,36,8,1,1,5,70,5,22,No,Yes,Single,2,1
1211,Finance,Female,47,Bachelor's Degree,Manager,8993,8,6,1,3,5,13,10,48,No,No,Widowed,5,1
1212,Sales,Male,25,Bachelor's Degree,Analyst,3077,1,18,4,4,4,31,1,14,Yes,No,Single,3,0
1213,Finance,other,38,High School,Manager,7224,2,4,2,4,4,7,11,19,Yes,Yes,Widowed,9,1
1214,IT,Non-binary,37,Associate's Degree,Team Lead,5385,4,18,5,5,1,26,6,29,Yes,No,Single,7,0
1215,Finance,Male,36,High School,Executive,4419,9,9,5,5,1,49,3,22,Yes,Yes,Widowed,3,2
1216,Finance,Male,56,Associate's Degree,Executive,3950,27,19,3,1,2,58,2,30,No,No,Widowed,2,0
1217,Sales,Female,22,High School,Intern,1434,0,0,5,2,1,0,0,15,No,Yes,Single,1,0
1218,Sales,Non-binary,26,Associate's Degree,Analyst,2364,13,7,2,1,2,2,3,21,Yes,Yes,Married,5,1
1219,HR,Non-binary,41,Associate's Degree,Executive,2118,22,2,5,5,2,26,2,26,No,Yes,Married,9,0
1220,HR,Non-binary,36,High School,Team Lead,9348,12,18,4,5,1,93,8,36,Yes,Yes,Widowed,2,3
1221,IT,Female,39,Associate's Degree,Manager,9129,15,10,5,5,2,33,13,12,Yes,No,Married,2,1
1222,HR,Female,23,Master's Degree,Executive,2408,29,7,1,1,5,25,2,7,No,No,Single,8,1
1223,Finance,Female,50,PhD,Team Lead,6539,39,12,1,4,2,39,1,11,No,Yes,Widowed,3,1
1224,Sales,Female,34,Bachelor's Degree,Manager,9229,7,9,1,2,5,85,12,39,Yes,Yes,Divorced,3,1
1225,HR,Female,18,Associate's Degree,Intern,1248,0,0,1,2,5,0,0,20,Yes,Yes,Single,1,0
1226,HR,other,59,Associate's Degree,Executive,2362,29,11,4,5,5,40,10,35,Yes,No,Divorced,6,3
1227,IT,other,31,Bachelor's Degree,Executive,2957,16,6,4,3,3,1,0,4,No,No,Divorced,6,3
1228,IT,Non-binary,52,Associate's Degree,Team Lead,9163,34,10,4,1,3,71,4,2,Yes,No,Widowed,5,3
1229,Finance,Male,59,Bachelor's Degree,Analyst,3176,0,9,5,4,2,6,11,20,No,No,Divorced,4,0
1230,Sales,Non-binary,21,High School,Intern,1104,0,0,1,5,1,0,0,47,Yes,Yes,Single,1,0
1231,IT,Male,24,Master's Degree,Analyst,2322,24,6,3,3,2,32,4,20,No,No,Divorced,4,0
1232,HR,Female,30,Master's Degree,Executive,2757,1,3,3,5,3,1,11,12,No,Yes,Married,1,0
1233,Sales,Male,51,PhD,Analyst,4991,24,7,1,3,4,66,8,17,No,No,Widowed,8,0
1234,Sales,Non-binary,32,Associate's Degree,Manager,7521,13,7,2,2,4,91,3,18,Yes,No,Divorced,8,1
1235,HR,Non-binary,18,PhD,Intern,1439,0,0,5,3,2,0,0,40,Yes,No,Single,1,0
1236,IT,Male,58,High School,Analyst,2447,32,12,3,2,3,14,12,24,Yes,No,Married,9,0
1237,HR,other,59,Master's Degree,Manager,11998,16,11,4,2,5,20,5,8,No,No,Married,7,1
1238,Sales,Female,34,High School,Team Lead,9632,30,2,2,1,3,77,12,37,No,Yes,Widowed,7,0
1239,Marketing,Female,57,High School,Analyst,4751,9,5,4,3,2,58,9,41,No,Yes,Widowed,5,1
1240,Marketing,Non-binary,23,Associate's Degree,Intern,1344,0,0,2,4,3,0,0,30,No,Yes,Single,1,0
1241,Finance,other,33,High School,Manager,10431,38,10,2,4,4,38,8,20,No,No,Single,5,0
1242,HR,Male,58,Master's Degree,Analyst,4756,24,3,5,3,5,19,12,23,No,No,Divorced,3,3
1243,HR,Female,31,PhD,Team Lead,8687,37,14,4,1,2,0,5,37,No,Yes,Divorced,3,1
1244,Finance,other,30,Master's Degree,Analyst,3791,36,1,4,4,2,72,0,10,Yes,No,Widowed,1,0
